label,hip_pos,thigh_pos,dspring,slider_pos,thighpos_dspring,slidepos_dspring,thigh_thigh,hip_hip,bias
0.409,0.823498623,0.9466533,0.181173132,0.155281548,0.829934699,0.857651229,0.867023789,0.941792773,1
0.416,0.829917355,0.957557064,0.174314096,0.149317625,0.849885284,0.863008172,0.855312971,0.944798073,1
0.423,0.834187328,0.965237508,0.168874172,0.145219714,0.864430439,0.867420184,0.846767432,0.946760161,1
0.43,0.8384573,0.967905614,0.174787133,0.142914639,0.865391066,0.8606621,0.843741423,0.948692572,1
0.437,0.842727273,0.96620913,0.193472091,0.142695108,0.852980949,0.84137413,0.845668901,0.950595306,1
0.444,0.842727273,0.960672424,0.200804163,0.143829351,0.840977327,0.834148742,0.851876263,0.950595306,1
0.451,0.842727273,0.948457742,0.216650899,0.146353957,0.81521171,0.818531771,0.86511991,0.950595306,1
0.458,0.842727273,0.930367057,0.239593188,0.150012806,0.778665247,0.795870951,0.883595246,0.950595306,1
0.465,0.840578512,0.915761875,0.256859035,0.154366836,0.750867531,0.779192291,0.897518616,0.949641511,1
0.472,0.83630854,0.905829735,0.272469253,0.160074641,0.730935878,0.764515663,0.906480646,0.947723843,1
0.479,0.832038567,0.898858729,0.293755913,0.166697157,0.713213004,0.744110303,0.9125259,0.945776497,1
0.485,0.823498623,0.897979642,0.302034059,0.174490505,0.708812966,0.737416729,0.913273904,0.941792773,1
0.492,0.814958678,0.892180753,0.317171239,0.183418097,0.695613979,0.7237884,0.918127626,0.937690336,1
0.499,0.804297521,0.87410549,0.32781457,0.193223812,0.669371316,0.714971639,0.932360016,0.932402305,1
0.506,0.791515152,0.845882171,0.335146641,0.204200359,0.632608428,0.709829086,0.951867493,0.925818247,1
0.513,0.778732782,0.806415793,0.350756859,0.216567268,0.581374597,0.696202738,0.973594406,0.918968236,1
0.52,0.763856749,0.758112276,0.367076632,0.230727013,0.522251917,0.682075077,0.991376012,0.910661378,1
0.528,0.746859504,0.702760642,0.384342479,0.246752772,0.458269263,0.667165885,0.999829127,0.900729106,1
0.536,0.72137741,0.64162554,0.399006623,0.269144927,0.391446341,0.656166872,0.994366433,0.884957769,1
0.544,0.704435262,0.584700802,0.424787133,0.286780579,0.334888184,0.631937121,0.975314031,0.873886989,1
0.553,0.679035813,0.533281925,0.451986755,0.311477809,0.289881872,0.607156788,0.946527509,0.856414546,1
0.562,0.649421488,0.488078347,0.476584674,0.339358238,0.255047679,0.585314098,0.912144105,0.834716718,1
0.572,0.617741047,0.442520049,0.507332072,0.370238923,0.227171119,0.556634561,0.868898035,0.809924688,1
0.581,0.586115702,0.407634176,0.556291391,0.404302806,0.223513776,0.507262453,0.829950824,0.783546363,1
0.591,0.539752066,0.365946946,0.584673605,0.447769932,0.208734516,0.481383255,0.776776911,0.741932187,1
0.601,0.503966942,0.330536706,0.633396405,0.486846438,0.217022305,0.430525137,0.72593628,0.707420347,1
0.61,0.47030303,0.29844232,0.66012299,0.519337017,0.216987452,0.40326497,0.675354179,0.673051487,1
0.62,0.432396694,0.265715608,0.709791864,0.560279536,0.238879336,0.349093606,0.619367063,0.632143376,1
0.63,0.39030303,0.240530537,0.736754967,0.601661117,0.250149937,0.320655477,0.57325085,0.583975661,1
0.639,0.352396694,0.21566934,0.780274361,0.642347517,0.279443126,0.271265215,0.525142088,0.538131448,1
0.648,0.31446281,0.192782233,0.814333018,0.681936263,0.304296621,0.232126884,0.478582387,0.489912499,1
0.658,0.276473829,0.174290561,0.839167455,0.720354177,0.32388471,0.203398434,0.439374322,0.43927614,1
0.666,0.244793388,0.158513263,0.876773888,0.755332772,0.358958605,0.157820821,0.404798,0.395252246,1
0.675,0.210936639,0.136428131,0.883396405,0.787567231,0.362401945,0.150459399,0.354660208,0.346398236,1
0.684,0.18338843,0.112831585,0.905629139,0.816618492,0.383698826,0.122921487,0.298851152,0.30527048,1
0.693,0.160055096,0.087014189,0.929754021,0.842230434,0.409085661,0.092429352,0.235138366,0.269469022,1
0.701,0.136694215,0.065006169,0.927861873,0.863707878,0.405372828,0.095142039,0.178639162,0.232737516,1
0.71,0.119669421,0.043800123,0.938032167,0.881343529,0.416688372,0.082141415,0.122294424,0.205408985,1
0.718,0.10476584,0.030598396,0.939214759,0.895503275,0.417563134,0.080727635,0.086273303,0.181098191,1
0.727,0.094104683,0.019833436,0.943708609,0.906260291,0.422911934,0.074935454,0.05636479,0.163485841,1
0.735,0.083443526,0.016162862,0.928098392,0.913797519,0.402359635,0.095481406,0.046056646,0.145688483,1
0.743,0.079173554,0.017011104,0.927152318,0.917675899,0.401181231,0.096774684,0.048443755,0.138508454,1
0.751,0.077052342,0.023550278,0.920293283,0.918590611,0.392762635,0.105803014,0.066745808,0.134930567,1
0.758,0.077052342,0.033343615,0.911778619,0.917236837,0.382718865,0.116969988,0.093823329,0.134930567,1
0.766,0.079173554,0.04407773,0.904210028,0.91401705,0.374291961,0.126845344,0.123044101,0.138508454,1
0.773,0.081322314,0.05783467,0.889782403,0.909699609,0.358148015,0.145669673,0.159793554,0.142125339,1
0.78,0.085592287,0.071344849,0.880558184,0.904211335,0.348979225,0.157597967,0.195118286,0.149290434,1
0.787,0.091983471,0.082094386,0.879848628,0.89802788,0.349854311,0.158337403,0.222682908,0.159959508,1
0.794,0.096253444,0.093861814,0.863528855,0.891405364,0.3328501,0.179423491,0.252307039,0.167050503,1
0.802,0.102644628,0.10347008,0.85525071,0.884087666,0.325265809,0.189931742,0.276068742,0.177608668,1
0.809,0.106887052,0.111829118,0.834673605,0.876769968,0.303895195,0.216373058,0.296428934,0.18458039,1
0.816,0.113278237,0.124367674,0.823557237,0.86897662,0.294787387,0.230414045,0.326424707,0.195027932,1
0.823,0.121790634,0.144309068,0.826395459,0.861439391,0.303168483,0.226355701,0.372784184,0.208839726,1
0.83,0.128181818,0.165006169,0.813859981,0.853426512,0.295837688,0.242129632,0.41915263,0.219132224,1
0.838,0.134545455,0.173349784,0.801324503,0.845413633,0.285650853,0.257829608,0.437341592,0.229314299,1
0.845,0.140936639,0.168352869,0.788552507,0.837437342,0.271139304,0.273761813,0.42648314,0.239474107,1
0.853,0.147300275,0.160903763,0.775780511,0.829424463,0.255494724,0.289616487,0.410103338,0.249524064,1
0.86,0.151570248,0.152668106,0.753547777,0.821887234,0.229299193,0.317530209,0.391725555,0.256230588,1
0.868,0.157933884,0.14611351,0.747634816,0.815008598,0.220398185,0.324546675,0.376897583,0.266170399,1
0.876,0.162176309,0.142504627,0.735335856,0.809081263,0.205812115,0.339747688,0.368657253,0.27276032,1
0.884,0.164297521,0.143214065,0.719252602,0.804507702,0.189034729,0.359830203,0.370281422,0.276044294,1
0.892,0.168539945,0.131061073,0.722327342,0.800373203,0.186653652,0.355551102,0.342169702,0.28259027,1
0.901,0.170661157,0.134361505,0.719016083,0.798543778,0.184612576,0.359595263,0.349864819,0.285852272,1
0.907,0.170661157,0.15101789,0.716177862,0.798104716,0.189487146,0.363160768,0.388009213,0.285852272,1
0.915,0.170661157,0.161551511,0.717596973,0.798324247,0.195965366,0.36137813,0.411536824,0.285852272,1
0.923,0.172782369,0.193522517,0.734153264,0.799019428,0.227100103,0.340406459,0.480122431,0.289106951,1
0.932,0.174903581,0.218861814,0.753547777,0.800153672,0.256073942,0.315853545,0.531463583,0.292354305,1
0.94,0.172782369,0.247655768,0.75,0.801507446,0.264666358,0.320468626,0.586565224,0.289106951,1
0.949,0.174903581,0.2745219,0.769394513,0.802678277,0.291409479,0.29589394,0.634870151,0.292354305,1
0.958,0.174903581,0.297871684,0.772232734,0.803117339,0.302308507,0.292315054,0.674416098,0.292354305,1
0.967,0.177024793,0.312631092,0.784531693,0.803117339,0.316792575,0.27667087,0.698244239,0.295594335,1
0.976,0.177024793,0.327945713,0.781693472,0.802678277,0.320067573,0.280251743,0.722011622,0.295594335,1
0.985,0.177024793,0.336921653,0.773178808,0.801287915,0.317346987,0.290983743,0.73548866,0.295594335,1
0.994,0.177024793,0.356307835,0.764427625,0.799934141,0.318754891,0.302010272,0.763453676,0.295594335,1
0.003,0.179146006,0.380999383,0.76679281,0.798324247,0.329651413,0.2988882,0.796810111,0.298827041,1
0.011,0.181267218,0.391718075,0.767738884,0.796494823,0.334264439,0.297554894,0.810501517,0.302052423,1
0.019,0.181267218,0.39652992,0.754966887,0.794445867,0.328753056,0.313612641,0.816492577,0.302052423,1
0.026,0.18338843,0.415422579,0.754257332,0.792360323,0.335962093,0.314352578,0.83908451,0.30527048,1
0.034,0.187630854,0.440114127,0.764664144,0.790091837,0.35100955,0.300990681,0.866374412,0.311684624,1
0.042,0.189752066,0.456693399,0.761116367,0.787567231,0.355736992,0.305298685,0.883276444,0.31488071,1
0.05,0.19399449,0.47206971,0.767029328,0.784603564,0.3642614,0.297597365,0.897931002,0.321250909,1
0.057,0.198236915,0.49353794,0.770104068,0.781164246,0.373574353,0.293462908,0.916747778,0.327591813,1
0.065,0.202451791,0.513787785,0.768921476,0.777066335,0.380707432,0.294664653,0.932741102,0.33386253,1
0.073,0.206694215,0.524953732,0.764900662,0.772492774,0.38358301,0.299406818,0.940830993,0.340145031,1
0.081,0.210936639,0.532233189,0.758041627,0.767443562,0.38423032,0.307672955,0.945826035,0.346398236,1
0.088,0.217272727,0.536119679,0.758751183,0.761735758,0.38598447,0.306350322,0.948402697,0.355682888,1
0.096,0.223636364,0.539404688,0.755439924,0.755332772,0.386294104,0.310022267,0.950531633,0.364942135,1
0.104,0.229972452,0.543352869,0.749053926,0.748454136,0.386023534,0.317490828,0.953031008,0.374095809,1
0.112,0.238429752,0.550678593,0.753311258,0.741392558,0.390225502,0.311615818,0.957496892,0.38621215,1
0.119,0.242672176,0.560919186,0.730605487,0.733818741,0.388553302,0.339333174,0.963365898,0.392246204,1
0.127,0.249008264,0.574814929,0.718306528,0.726061981,0.391967232,0.35396455,0.970632737,0.401203554,1
0.134,0.257465565,0.58780074,0.716650899,0.718049102,0.397764816,0.355296527,0.976698302,0.413057844,1
0.142,0.265922865,0.598750771,0.71192053,0.709597161,0.402106977,0.360383819,0.981268305,0.424795709,1
0.149,0.274352617,0.608513263,0.704351939,0.700669569,0.405595844,0.368900013,0.984922484,0.436379483,1
0.157,0.284931129,0.619540407,0.704588458,0.691083385,0.411137207,0.367695763,0.988573626,0.450752333,1
0.165,0.293360882,0.631508328,0.690870388,0.681241082,0.415462554,0.383592851,0.991964366,0.462075288,1
0.172,0.303911846,0.64305984,0.684957427,0.670703597,0.420954673,0.389769781,0.99467254,0.476084495,1
0.179,0.31446281,0.654611351,0.675969726,0.65972705,0.426478533,0.399603657,0.996826121,0.489912499,1
0.187,0.324986226,0.666640962,0.665326395,0.648530972,0.432590017,0.41135269,0.998479338,0.503523903,1
0.194,0.337658402,0.678840222,0.660832545,0.636420182,0.439473064,0.415465416,0.999541636,0.519675374,1
0.202,0.35030303,0.689790253,0.653027436,0.623833742,0.445803107,0.423477701,0.999968385,0.535531196,1
0.209,0.367134986,0.701819864,0.645458846,0.607588453,0.453121792,0.43070565,0.999862746,0.556233951,1
0.217,0.375564738,0.712122147,0.619441816,0.595953313,0.460363942,0.460454309,0.999294168,0.566428958,1
0.226,0.39030303,0.725046268,0.613055818,0.57809813,0.469323601,0.465789266,0.997957086,0.583975661,1
0.232,0.405041322,0.738093769,0.594134342,0.565767809,0.479761122,0.486614936,0.995903045,0.601168793,1
0.239,0.421873278,0.749552745,0.585146641,0.54952252,0.48889125,0.495001491,0.993515512,0.620371835,1
0.247,0.438732782,0.760101789,0.57166509,0.53258205,0.498315394,0.508450091,0.990835109,0.639144013,1
0.254,0.453443526,0.770681678,0.543282876,0.515202517,0.510527026,0.539039239,0.987682326,0.655145682,1
0.262,0.468181818,0.78194016,0.513008515,0.497603454,0.524807265,0.571422958,0.983816387,0.670824076,1
0.269,0.487134986,0.794725478,0.500946074,0.479309209,0.538267387,0.582297019,0.97878734,0.690466497,1
0.277,0.506060606,0.803793954,0.486754967,0.460795434,0.549373039,0.59540966,0.974808457,0.709496924,1
0.284,0.525013774,0.810410241,0.469252602,0.441806008,0.559399636,0.612014412,0.971689842,0.72797076,1
0.292,0.541873278,0.82344232,0.441343425,0.423072701,0.578812229,0.640204029,0.965014999,0.743912483,1
0.3,0.560826446,0.833945096,0.422658467,0.404083275,0.594448176,0.657578778,0.95912196,0.761281475,1
0.307,0.581900826,0.842951882,0.414143803,0.385093849,0.606297045,0.663320875,0.953703152,0.779907841,1
0.315,0.598760331,0.850277606,0.381740776,0.365884893,0.623853232,0.695439522,0.949047091,0.794288428,1
0.322,0.617741047,0.861458976,0.361163671,0.346895467,0.643064045,0.714093223,0.941510441,0.809924688,1
0.33,0.636749311,0.872717458,0.344370861,0.328601222,0.66194803,0.728466023,0.933396805,0.824995946,1
0.337,0.655757576,0.880582973,0.326868496,0.310306977,0.677655655,0.743386445,0.927415787,0.839479083,1
0.345,0.674793388,0.886829118,0.311731315,0.292488383,0.690969564,0.755621709,0.922482984,0.853393809,1
0.353,0.689614325,0.894417027,0.280274361,0.275547913,0.712697711,0.785462834,0.916272401,0.863819172,1
0.36,0.706556474,0.904935225,0.261825922,0.259083092,0.734083223,0.801095314,0.90726766,0.875298673,1
0.368,0.725619835,0.907433683,0.26064333,0.243789104,0.737953112,0.798407601,0.905061121,0.887656819,1
0.375,0.74046832,0.913201727,0.24243141,0.229153708,0.75349055,0.813940045,0.899867926,0.896872787,1
0.383,0.755344353,0.914034547,0.230842006,0.215652556,0.759578172,0.822593237,0.899106682,0.905745976,1
0.391,0.768099174,0.916579272,0.217123936,0.203541766,0.769076823,0.833749752,0.896762799,0.913067086,1
0.398,0.783002755,0.914867366,0.222090823,0.19278475,0.764491362,0.82559375,0.898342556,0.921286076,1
0.406,0.793636364,0.911705737,0.214758751,0.183418097,0.763054661,0.830692161,0.901228105,0.926929265,1
0.413,0.802176309,0.90544417,0.206953642,0.175624748,0.757200144,0.836670119,0.906820284,0.931328097,1
0.421,0.812837466,0.89993831,0.220671712,0.169697413,0.743702881,0.820769741,0.911602906,0.936652939,1
0.428,0.817107438,0.892859346,0.215231788,0.165562914,0.735649577,0.825282429,0.917566858,0.938733739,1
0.435,0.821349862,0.885996299,0.222800378,0.163513959,0.72293291,0.816873254,0.92315006,0.940771724,1
0.443,0.821349862,0.882310302,0.222800378,0.163513959,0.717665778,0.816873254,0.926067875,0.940771724,1
0.45,0.823498623,0.883081431,0.244560076,0.165343383,0.710813092,0.794802667,0.925462124,0.941792773,1
0.458,0.823498623,0.886875386,0.267502365,0.169002232,0.707520217,0.771943869,0.92244584,0.941792773,1
0.465,0.81922865,0.888849476,0.280274361,0.174270974,0.705359571,0.760003991,0.920852729,0.939756393,1
0.472,0.812837466,0.893846391,0.292573321,0.181113022,0.707193967,0.748896044,0.916747778,0.936652939,1
0.479,0.802176309,0.899244294,0.294465468,0.189564963,0.713429626,0.749003003,0.912196816,0.931328097,1
0.486,0.793636364,0.90053979,0.316698202,0.199626797,0.706224892,0.728139355,0.911086565,0.926929265,1
0.493,0.780853994,0.89413942,0.328051088,0.211298525,0.693846522,0.718949579,0.916503835,0.920123389,1
0.499,0.768099174,0.884947563,0.351939451,0.225019209,0.673760342,0.6968555,0.923985981,0.913067086,1
0.506,0.751101928,0.871761258,0.367786187,0.240788848,0.652757843,0.683527214,0.93410638,0.903252189,1
0.513,0.736225895,0.858343615,0.410832545,0.259339212,0.623658802,0.641455461,0.943662527,0.894276273,1
0.52,0.715013774,0.849367674,0.431882687,0.279462881,0.607764986,0.622829308,0.949637554,0.880854263,1
0.526,0.693829201,0.840700185,0.460501419,0.300940324,0.590756671,0.595917556,0.955089463,0.866718707,1
0.533,0.670550964,0.823781616,0.492194891,0.324722842,0.566384981,0.56558593,0.964831788,0.850343776,1
0.54,0.645206612,0.798072178,0.517975402,0.349420072,0.537821849,0.54138086,0.977358737,0.831512516,1
0.547,0.619862259,0.765993214,0.551087985,0.375507665,0.505638458,0.50874952,0.989136878,0.811635707,1
0.554,0.592451791,0.722671191,0.57923368,0.402692913,0.46961071,0.481220926,0.998254869,0.788961629,1
0.562,0.565041322,0.672378162,0.609271523,0.430390399,0.433581483,0.451048883,0.999055971,0.765064582,1
0.57,0.53553719,0.614497224,0.633869442,0.45918554,0.397810244,0.426625875,0.986966516,0.737975579,1
0.578,0.503966942,0.554780999,0.651371807,0.488931982,0.364553628,0.409992827,0.959900359,0.707420347,1
0.587,0.47661157,0.495542875,0.685666982,0.517946654,0.342026227,0.37329982,0.918407292,0.679632583,1
0.596,0.449256198,0.446992597,0.721854305,0.547473565,0.333258709,0.333691292,0.873525455,0.650626763,1
0.606,0.421873278,0.400755706,0.749290445,0.575829644,0.327241108,0.303606844,0.821674592,0.620371835,1
0.615,0.39661157,0.36573103,0.77743614,0.60257583,0.330603527,0.271988955,0.776482698,0.591378245,1
0.625,0.371349862,0.328809377,0.798959319,0.628407303,0.33253049,0.247761597,0.723322942,0.561345913,1
0.635,0.348181818,0.299167181,0.809602649,0.650836047,0.331243944,0.236175371,0.676543843,0.532889455,1
0.644,0.32922865,0.268198643,0.82615894,0.670484066,0.335665936,0.217034613,0.623770964,0.508960241,1
0.654,0.312341598,0.237754473,0.83538316,0.687168417,0.335736423,0.20653636,0.568006312,0.487147009,1
0.663,0.295482094,0.215360888,0.824266793,0.700669569,0.319952101,0.220891851,0.524529072,0.464906314,1
0.673,0.284931129,0.193568785,0.825685904,0.710511873,0.315482055,0.219638188,0.480218608,0.450752333,1
0.682,0.276473829,0.183775447,0.816225166,0.716695328,0.303572585,0.231683993,0.459662743,0.43927614,1
0.691,0.270137741,0.174506477,0.79730369,0.719439464,0.281982596,0.255317467,0.439840331,0.430602055,1
0.699,0.268016529,0.173611968,0.785477767,0.719439464,0.26982456,0.26999565,0.43790846,0.427683521,1
0.707,0.268016529,0.1754781,0.775307474,0.717829571,0.260291295,0.282507586,0.441934975,0.427683521,1
0.715,0.268016529,0.170882171,0.758278146,0.715085434,0.241440247,0.303427155,0.431992364,0.427683521,1
0.723,0.270137741,0.159207279,0.745979186,0.711207054,0.224135859,0.318362742,0.406340706,0.430602055,1
0.731,0.270137741,0.157078964,0.714758751,0.706157843,0.190906097,0.356556895,0.401603397,0.430602055,1
0.739,0.274352617,0.14910549,0.704351939,0.700669569,0.176144482,0.368900013,0.383688267,0.436379483,1
0.746,0.278595041,0.141548427,0.689924314,0.694486115,0.156993622,0.386085838,0.366464847,0.442165472,1
0.754,0.282809917,0.13678285,0.674077578,0.688083129,0.137446047,0.404927734,0.355481512,0.447884878,1
0.762,0.289146006,0.132402838,0.668401135,0.681460612,0.128852525,0.411189243,0.345303552,0.456428269,1
0.769,0.291239669,0.130968538,0.639072848,0.674838096,0.096180591,0.446391082,0.341953299,0.459236939,1
0.777,0.295482094,0.129950648,0.621570482,0.668215579,0.076498695,0.466994742,0.339570512,0.464906314,1
0.784,0.29969697,0.128732264,0.605487228,0.661812594,0.058156624,0.485810801,0.336712727,0.470509863,1
0.792,0.303911846,0.12948797,0.592242195,0.65584867,0.044253823,0.50115512,0.338486004,0.476084495,1
0.799,0.308126722,0.133991363,0.580416272,0.650140866,0.034701393,0.514752318,0.34900407,0.481630211,1
0.807,0.310247934,0.13869525,0.56102176,0.645091654,0.017399202,0.537582348,0.359900403,0.484410253,1
0.814,0.31446281,0.144293646,0.557710501,0.640774212,0.018232697,0.540957263,0.372748969,0.489912499,1
0.822,0.316556474,0.152914867,0.546594134,0.637115364,0.013375264,0.553871795,0.392280297,0.492634891,1
0.829,0.318677686,0.160980876,0.539971618,0.634115107,0.013050359,0.56142351,0.410274083,0.495385827,1
0.837,0.32077135,0.169447872,0.537606433,0.631846621,0.017572353,0.563929509,0.428871494,0.498093856,1
0.844,0.324986226,0.179086983,0.551324503,0.630236728,0.039115309,0.54710113,0.449680727,0.503523903,1
0.852,0.324986226,0.189312153,0.54422895,0.629102484,0.040334543,0.55550012,0.471333067,0.503523903,1
0.86,0.324986226,0.201650216,0.542809839,0.628882953,0.048962368,0.557180339,0.496881055,0.503523903,1
0.868,0.324986226,0.21423504,0.542809839,0.628882953,0.059171987,0.557180339,0.522288206,0.503523903,1
0.876,0.327107438,0.217504627,0.554635762,0.628882953,0.072694323,0.542896406,0.52878136,0.506245734,1
0.884,0.324986226,0.205906848,0.54422895,0.629102484,0.053751771,0.55550012,0.505548319,0.503523903,1
0.892,0.324986226,0.195481184,0.545648061,0.629322015,0.046687067,0.553819671,0.484186147,0.503523903,1
0.9,0.324986226,0.18474707,0.548486282,0.629797666,0.040825889,0.550463671,0.461719956,0.503523903,1
0.908,0.322892562,0.173164713,0.539498581,0.630236728,0.022526141,0.561390957,0.436941278,0.500830239,1
0.915,0.32077135,0.161335595,0.531929991,0.630931909,0.005076716,0.570646795,0.411059189,0.498093856,1
0.923,0.32077135,0.151835287,0.539025544,0.632066152,0.004591256,0.562248162,0.389851433,0.498093856,1
0.93,0.318677686,0.148658236,0.537133396,0.633676046,0,0.564788269,0.38267553,0.495385827,1
0.939,0.318677686,0.1495219,0.551324503,0.635944532,0.01561612,0.547966395,0.384630413,0.495385827,1
0.945,0.316556474,0.154688464,0.550851466,0.637773956,0.019230507,0.548816629,0.396260057,0.492634891,1
0.953,0.31446281,0.154302899,0.553216651,0.640079031,0.021386203,0.546299929,0.395396004,0.489912499,1
0.96,0.312341598,0.159361505,0.557237465,0.642603637,0.029535454,0.541804037,0.406683258,0.487147009,1
0.967,0.310247934,0.164342998,0.559602649,0.644872123,0.035854703,0.539272277,0.417694514,0.484410253,1
0.975,0.310247934,0.179380012,0.576631977,0.64761626,0.064472029,0.5189936,0.45030728,0.484410253,1
